"FCAC_RN,C,4","ORGBASE_RN,C,4","ANK_RN,C,4","CATALOG_RN,C,4","FCAC_PREFI,C,4","FCAC_NUM,C,10","POST_RN,C,4","SUBDIV_RN,C,4","VIDISP_RN,C,4","ISMAINISP,L","ISCOMBISP,L","ISORDISP,L","TIPDOL_RN,C,4","KATPER_RN,C,4","ORDERNUM,C,15","ORDERDATE,D","STARTDATE,D","ENDDATE,D","NOTE,M","MARK1_RN,C,4","MARK2_RN,C,4","MARK3_RN,C,4","MARK4_RN,C,4","MARK5_RN,C,4","SDOC_RN,C,4","SDOC_NUM,C,10","SDOC_DATE,D","SDOCORG_RN,C,4","EDOC_RN,C,4","EDOC_NUM,C,10","EDOC_DATE,D","EDOCORG_RN,C,4"
00L0,,008N,00v?,,       239,00AR,002r,0005,??????,????,????,0025,0002,68,08.07.1991,15.07.1991,31.12.8888,,,,,,,,,,,,,,
00L1,,007a,00JH,,       240,006?,001?,0005,??????,????,????,002G,0002,,,09.01.2008,19.05.2009,,,,,,,,,,,0009,?-225,18.05.2009,
00L2,,00AE,00c?,,       241,006?,001?,0005,??????,????,????,002G,0002,206,11.10.1989,11.10.1989,31.12.8888,,,,,,,,,,,,,,
00L3,,00AF,00c?,,       242,006?,001?,0005,??????,????,????,002G,0002,158,05.08.1981,06.08.1981,31.12.8888,,,,,,,,,,,,,,
00L4,,009z,00S?,,       243,,001?,0005,??????,????,????,001s,0003,,,09.01.2008,31.12.2008,,,,,,,,,,,,,,
00L5,,00AP,00JH,,       244,006?,001?,0005,??????,????,????,002G,0002,,,09.01.2008,11.02.2011,,,,,,,,,,,0009,?-53,10.02.2011,
00L6,,00Ml,00c?,,       245,006?,001?,0005,??????,????,????,001s,0003,?-223,17.11.2005,18.11.2005,31.12.8888,,,,,,,,,,,,,,
00L8,,00BH,00JI,,       246,006?,0012,0005,??????,????,????,002D,0002,?-80,26.06.1997,27.06.1997,31.12.8888,,,,,,,,,,,,,,
00L9,,000o,00JI,,       247,006?,001?,0005,??????,????,????,002G,0002,19/?,21.02.1996,22.02.1996,31.12.8888,,,,,,,,,,,,,,
00LA,,00BI,00JI,,       248,006?,001?,0005,??????,????,????,002G,0002,114/?,01.09.1997,08.09.1997,31.12.8888,,,,,,,,,,,,,,
00LB,,00BK,00JI,,       249,006?,0012,0005,??????,????,????,002D,0002,,,01.09.2007,17.04.2012,,,,,,,,,,,0009,?-272,04.04.2012,
00LC,,00BL,00JI,,       250,006?,001?,0005,??????,????,????,002G,0002,86/?,01.07.1996,01.07.1996,31.12.8888,,,,,,,,,,,,,,
00LD,,00BM,00JI,,       251,006?,0012,0001,??????,????,????,002D,0002,?-9,25.01.1995,01.02.1995,31.12.8888,,,,,,,,,,,,,,
00LE,,00BN,00JI,,       252,006?,001?,0005,??????,????,????,002G,0002,?-3,06.01.1997,06.01.1997,31.12.8888,,,,,,,,,,,,,,
00LF,,00BO,00JI,,       253,006?,001?,0005,??????,????,????,002G,0002,,,01.09.2007,30.04.2009,,,,,,,,,,,0009,?-193,29.04.2009,
00LG,,00BP,00JI,,       254,006?,001?,0005,??????,????,????,002G,0002,,,01.09.2007,08.02.2010,,,,,,,,,,,0009,?-44,28.01.2010,
00LH,,00BQ,00JI,,       255,006?,001?,0005,??????,????,????,002G,0002,88/?,01.09.1992,03.09.1992,31.12.8888,,,,,,,,,,,,,,
00LI,,00BR,00JI,,       256,,0012,0005,??????,????,????,002D,0002,,,01.09.2007,13.06.2008,,,,,,,,,,,,,,
00LJ,,00BS,00cN,,      8797,00Bv,002F,0005,??????,????,????,004A,0002,9,04.02.1968,02.04.1968,31.12.8888,,,,,,,,,,,,,,
00LK,,00BV,00JI,,       258,006?,001?,0005,??????,????,????,002G,0002,?-148,27.09.2000,02.10.2000,31.12.8888,,,,,,,,,,,,,,
00LL,,00BW,00JI,,       259,006?,001?,0005,??????,????,????,002G,0002,?-189,06.12.2000,06.12.2000,31.12.8888,,,,,,,,,,,,,,
00LO,,00BX,00JI,,       260,006?,001?,0005,??????,????,????,002G,0002,118/?,02.10.2001,03.10.2001,27.09.2013,,,,,,,,,,,0009,?-716,24.09.2013,
00LP,,00C8,00JI,,       261,006?,0012,0005,??????,????,????,002D,0002,,,01.09.2007,16.03.2009,,,,,,,,,,,0009,?-136,25.03.2009,
00LQ,,00NE,00JI,,       262,006?,0012,0005,??????,????,????,002D,0002,24/?,28.02.2005,01.03.2005,31.12.8888,,,,,,,,,,,,,,
00LR,,00L?,00JI,,       263,00Ec,0012,0005,??????,????,????,0025,0002,?-127,21.07.2005,25.07.2005,31.12.8888,,,,,,,,,,,,,,
00LS,,00M?,00JI,,       264,006?,0012,0005,??????,????,????,003?,0002,,,01.09.2007,01.03.2012,,,,,,,,,,,0009,?-154,28.02.2012,
00LT,,00M?,00JI,,       265,,0012,0005,??????,????,????,002D,0002,,,04.09.2007,23.01.2008,,,,,,,,,,,,,,
00LV,,00Be,00JI,,       266,006?,0012,0005,??????,????,????,001m,0003,,,01.09.2007,25.09.2008,,,,,,,,,,,,,,
00LW,,00Bf,00JI,,       267,006?,0012,0005,??????,????,????,001n,0003,?-149,05.10.1995,28.10.1995,31.12.8888,,,,,,,,,,,,,,
00LX,,00Aq,00JI,,       268,006?,001?,0005,??????,????,????,0040,0003,,,01.09.2007,24.04.2009,,,,,,,,,,,0009,?-183,23.04.2009,
00LY,,00EC,00Gh,,       269,00A?,000a,0005,??????,????,????,005e,000N,?-1,03.01.2002,03.01.2002,31.12.8888,,,,,,,,,,,,,,
00LZ,,00Bh,00JI,,       270,006?,001?,0005,??????,????,????,0040,0003,,,01.09.2007,18.07.2011,,,,,,,,,,,0009,333/?,08.07.2011,
00La,,00EN,00J6,34,         1,007?,001D,0001,??????,????,????,003F,000Q,,,14.01.2008,15.07.2010,,,,,,,,,,,0009,?-342,15.07.2010,
00Lc,,00DK,00U8,,      1445,007?,001D,0005,??????,????,????,0036,000M,,,01.01.2007,31.12.8888,,,,,,,,,,,,,,
00Ld,,009e,00Jd,?,       341,,000w,0003,????,????,????,0017,0001,,,01.09.2007,31.10.2011,,,,,,,,,,,,,,
00Le,,009e,00S?,?,       342,,001m,0003,????,????,????,003?,0001,,,01.09.2007,31.12.2007,,,,,,,,,,,,,,
00Li,,009e,00S?,?,       343,,001m,0003,????,????,????,003?,0001,,,01.09.2007,31.12.2008,,,,,,,,,,,,,,
00Lj,,00Bj,00JI,,       274,006?,0012,0005,??????,????,????,001k,0003,112/?,18.09.2002,18.09.2002,31.12.8888,,,,,,,,,,,,,,
00Lk,,00L1,00JI,,       275,006?,0012,0005,??????,????,????,001k,0003,,,01.09.2007,27.04.2012,,,,,,,,,,,0009,?-297,13.04.2012,
00Ll,,00L2,00JI,,       276,006?,0012,0005,??????,????,????,001m,0003,?-106,20.09.2004,20.09.2004,31.12.8888,,,,,,,,,,,,,,
00Ln,,00L?,00JI,,       278,006?,0012,0005,??????,????,????,001m,0003,,,01.09.2007,02.11.2009,,,,,,,,,,,0009,?-530,29.10.2009,
00Lo,,0031,00JI,,       279,006?,0012,0005,??????,????,????,001F,0001,?-298,06.10.2006,02.10.2006,31.12.8888,,,,,,,,,,,,,,
00Lp,,00Bn,00JI,,       280,006?,0012,0005,??????,????,????,001F,0001,,,01.01.2011,31.12.8888,,,,,,,,,,,,,,
00Lq,,00Bo,00JI,,       281,006?,0012,0005,??????,????,????,003c,000K,20,03.03.1987,01.03.1987,31.12.8888,,,,,,,,,,,,,,
00Lr,,00Bp,00JI,,       282,006?,0012,0005,??????,????,????,001F,0001,13,06.02.1987,19.11.1979,31.12.8888,,,,,,,,,,,,,,
00Ls,,00Bq,00cN,,       283,009n,002F,0005,??????,????,????,001F,0001,13,13.01.1981,01.02.1981,31.12.8888,,,,,,,,,,,,,,
00Lt,,00Br,00JH,,       284,006p,0011,0005,??????,????,????,003c,000K,,,01.09.2007,24.12.2011,,,,,,,,,,,0009,?-667,30.11.2011,
00Lu,,00Bs,00JI,,       285,006?,0012,0005,??????,????,????,001F,0001,15,05.02.1991,05.02.1991,31.12.8888,,,,,,,,,,,,,,
00Lv,,00Bt,00JI,,       286,006?,0012,0005,??????,????,????,001F,0001,,,01.09.2007,30.11.2011,,,,,,,,,,,0009,?-667,30.11.2011,
00Lw,,00Bu,00JI,,       287,006?,0012,0005,??????,????,????,001F,0001,?-72,31.07.2003,01.08.2003,31.12.8888,,,,,,,,,,,,,,
00Ly,,000x,00J6,,       288,,001D,0005,??????,????,????,0035,0007,,,01.09.2007,28.04.2008,,,,,,,,,,,,,,
00Lz,,00Do,00J6,,       289,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,03.10.2011,,,,,,,,,,,0009,?-529,05.10.2011,
00L?,,00Dp,00w?,,       290,00D?,002?,0005,??????,????,????,004D,0003,?-134,09.10.1997,13.10.1997,31.12.8888,,,,,,,,,,,,,,
00L?,,00Dr,00J6,,       291,007?,001D,0005,??????,????,????,0035,000Q,150,23.09.1983,05.10.1983,31.12.8888,,,,,,,,,,,,,,
00L?,,00Ds,00JC,,       292,006?,000v,0005,??????,????,????,004?,0003,144,20.07.1981,01.09.2007,31.12.8888,,,,,,,,,,,,,,
00L?,,00Dt,00J6,,       293,00FF,002?,0005,??????,????,????,0035,000Q,?-15,31.01.1997,01.02.1997,31.12.8888,,,,,,,,,,,,,,
00L?,,00Cz,00J6,,       294,007?,001D,0005,??????,????,????,003C,000Q,218/?,02.11.1981,01.11.1981,31.12.8888,,,,,,,,,,,,,,
00L?,,00Dv,00J6,,       295,007?,001D,0005,??????,????,????,003s,000Q,13,06.02.1987,02.02.1987,31.12.8888,,,,,,,,,,,,,,
00L?,,00Dw,00J6,,       296,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,01.09.2009,,,,,,,,,,,0009,?-422,27.08.2009,
00L?,,00Dy,00J6,,       297,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,14.07.2011,,,,,,,,,,,0009,344/?,13.07.2011,
00L?,,00E0,00J6,,       298,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,10.11.2011,,,,,,,,,,,0009,?-611,08.11.2011,
00L?,,00E1,00J6,,       299,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,02.12.2009,,,,,,,,,,,,,,
00L?,,00E2,00J6,,       300,,001D,0005,??????,????,????,0035,0007,,,01.09.2007,30.06.2008,,,,,,,,,,,0009,?-332,02.09.2008,
00L?,,00E5,00J6,,       301,007?,001D,0005,??????,????,????,003G,000Q,?-197,27.12.2000,03.01.2001,31.12.8888,,,,,,,,,,,,,,
00L?,,007O,00J6,,       302,007?,001D,0005,??????,????,????,003D,000R,,,01.09.2007,22.07.2011,,,,,,,,,,,0009,359/?,20.07.2011,
00L?,,00E6,00J6,,       303,007?,001D,0005,??????,????,????,003C,000Q,70/?,09.06.2001,09.06.2001,31.12.8888,,,,,,,,,,,,,,
00L?,,00E8,00J6,,       304,007?,001D,0005,??????,????,????,003G,000Q,,,01.09.2007,03.10.2008,,,,,,,,,,,,,,
00L?,,00EB,00J6,,       305,007?,001D,0005,??????,????,????,003G,000Q,?-38,18.03.2002,13.03.2002,31.12.8888,,,,,,,,,,,,,,
00L?,,00EE,00J6,,       306,007?,001D,0005,??????,????,????,003C,000Q,,,01.09.2007,03.08.2008,,,,,,,,,,,,,,
00L?,,00EG,00J6,,       307,009k,001D,0005,??????,????,????,004?,000R,?-154,27.12.2001,03.01.2002,31.12.8888,,,,,,,,,,,,,,
00L?,,00EH,00J6,,       308,007?,001D,0005,??????,????,????,003C,000Q,?-37,13.03.2002,11.03.2002,31.12.8888,,,,,,,,,,,,,,
00L?,,00EI,00J6,,       309,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,04.04.2012,,,,,,,,,,,0009,?-236,26.03.2012,
00L?,,00N?,00J6,,       310,007?,001D,0001,??????,????,????,003F,000Q,,,01.09.2007,31.12.2010,,,,,,,,,,,0009,?-2,11.01.2011,
00L?,,00EJ,00J6,,       311,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,02.06.2011,,,,,,,,,,,0009,?-270,31.05.2011,
00L?,,00Mt,00JD,,       312,006w,0011,0005,??????,????,????,001n,0003,?-165,12.09.2005,12.09.2005,31.12.8888,,,,,,,,,,,,,,
00L?,,00EL,00J6,,       313,007?,001D,0005,??????,????,????,003C,000Q,?-118,01.10.2002,01.10.2002,31.12.2013,,,,,,,,,,,0009,?-940,27.12.2013,
00L?,,00EP,00J6,,       314,007?,001D,0005,??????,????,????,003H,000Q,23/?,05.03.2003,06.03.2003,31.12.8888,,,,,,,,,,,,,,
00L?,,00EQ,00J6,,       315,007?,001D,0005,??????,????,????,003C,000Q,,,01.09.2007,29.12.2012,,,,,,,,,,,0009,?-1056,19.12.2012,
00L?,,00ET,00J6,,       316,007?,001D,0005,??????,????,????,0037,000Q,,,01.09.2007,10.05.2010,,,,,,,,,,,0009,?-207,04.05.2010,
00L?,,00EV,00J6,,       317,009k,001D,0005,??????,????,????,004?,000R,,,01.01.2008,31.12.8888,,,,,,,,,,,,,,
00L?,,00Dh,00J6,,      7386,007?,001D,0005,??????,????,????,003K,000Q,?-129,24.12.2003,25.12.2003,31.12.8888,,,,,,,,,,,,,,
00L?,,00EX,00S?,,       319,007?,001D,0005,??????,????,????,003C,000Q,,,01.09.2007,15.09.2008,,,,,,,,,,,,,,
00L?,,00Ea,00J6,,       320,007?,001D,0005,??????,????,????,003C,000Q,12/?,02.02.2004,02.02.2004,13.01.2014,,,,,,,,,,,0009,?-7,14.01.2014,
00L?,,00N?,00Jl,,       321,,001D,0001,??????,????,????,003F,0007,,,01.09.2007,24.04.2009,,,,,,,,,,,0009,?-181,22.04.2009,
00L?,,00Mq,00Ib,,       322,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,16.11.2009,,,,,,,,,,,0009,?-555,12.11.2009,
00L?,,00L?,00J6,,       323,007?,001D,0005,??????,????,????,003G,000Q,,,01.09.2007,30.04.2009,,,,,,,,,,,0009,?-193,29.04.2009,
00L?,,00Lg,00J6,,       324,007?,001D,0005,??????,????,????,003C,000Q,?-120,05.07.2005,04.07.2005,31.12.8888,,,,,,,,,,,,,,
00L?,,00MU,00J6,,       325,007?,001D,0005,??????,????,????,004y,000R,,,01.09.2007,02.11.2010,,,,,,,,,,,0009,?-528,26.10.2010,
00L?,,00NO,00J6,,       326,007?,001D,0005,??????,????,????,003G,000Q,,,01.09.2007,18.10.2009,,,,,,,,,,,0009,?-506,14.10.2009,
00L?,,00N?,00J6,,       328,,001D,0001,??????,????,????,003F,0007,,,01.09.2007,30.04.2008,,,,,,,,,,,,,,
00L?,,00Nv,00J6,,       329,007?,001D,0005,??????,????,????,0035,000Q,,,01.09.2007,27.12.2010,,,,,,,,,,,0009,?-644,27.12.2010,
00L?,,00Ls,00J6,,       330,007?,001D,0005,??????,????,????,0037,000Q,?-92,30.03.2006,03.04.2006,31.12.8888,,,,,,,,,,,,,,
00L?,,00MZ,00J9,,       331,007?,001D,0005,??????,????,????,003C,000Q,,,01.09.2007,08.10.2012,,,,,,,,,,,0009,?-778,27.09.2012,
00M0,,00M?,00Gk,,       332,007E,0017,0005,??????,????,????,001l,0003,,,03.09.2007,30.06.2011,,,,,,,,,,,0009,302/?,20.06.2011,
00M1,,00M?,00J6,,       333,007?,001D,0005,??????,????,????,003C,000Q,,,01.09.2007,24.07.2009,,,,,,,,,,,0009,?-350,20.07.2009,
00M2,,00M?,00J6,,       334,,001D,0005,??????,????,????,0039,0007,,,01.09.2007,19.08.2008,,,,,,,,,,,,,,
00M3,,00L?,00J6,,       335,007?,001D,0005,??????,????,????,0037,000Q,,,01.09.2007,20.01.2010,,,,,,,,,,,0009,?-13,18.01.2010,
00M4,,00N?,00J6,,       336,007?,001D,0001,??????,????,????,003F,000Q,,,01.09.2007,31.12.2010,,,,,,,,,,,0009,?-2,11.01.2011,
00M5,,007Q,00JC,,       337,0076,000v,0005,??????,????,????,001B,0001,,,01.09.2007,10.10.2008,,,000i,,,,,,,,,,,
00M6,,00Cr,00JC,,       338,00Eh,000v,0005,??????,????,????,004F,0001,11,23.01.1985,28.01.1985,31.12.8888,,,000i,,,,,,,,,,,
00M7,,00Ct,00JB,,       339,005A,001G,0005,??????,????,????,000I,000U,61/?,24.05.1993,25.05.1993,31.12.8888,,,,,,,,,,,,,,
00M8,,00Cv,00JC,,       340,,000v,0005,??????,????,????,001B,0001,,,01.09.2007,31.07.2008,,,,,,,,,,,,,,
00M9,,002u,00JC,,       341,0075,000v,0005,??????,????,????,002N,000K,92/?,26.07.2002,01.08.2002,31.12.8888,,,000i,,,,,,,,,,,
00MA,,004J,00wz,,       342,00CP,002?,0005,??????,????,????,003l,0002,61/?,15.04.1999,16.04.1999,31.12.8888,,,,,,,,,,,,,,
00MB,,00Nx,00JC,,       343,006?,000v,0005,??????,????,????,004A,0002,,,01.09.2007,15.07.2009,,,,,,,,,,,0009,?-331,10.07.2009,
00MC,,00CV,00w?,,       344,0064,000h,0005,??????,????,????,003?,0002,100,01.08.1990,01.08.1990,31.12.8888,,,,,,,,,,,,,,
00MD,,00CX,00JC,,       345,00Ep,000v,0005,??????,????,????,003?,0002,?-5,14.01.1999,14.01.1999,31.12.8888,,,,,,,,,,,,,,
00MF,,00CZ,00JC,,       347,,000v,0005,??????,????,????,0029,0002,,,01.09.2007,06.02.2008,,,,,,,,,,,,,,
00MG,,00Cc,00JC,,       348,006?,000v,0005,??????,????,????,004A,0002,32,01.02.1989,01.02.1989,31.12.8888,,,,,,,,,,,,,,
00MH,,00Cd,00JC,,       349,006?,000v,0005,??????,????,????,002M,0002,63,22.06.1992,23.06.1992,31.12.8888,,,000i,,,,,,,,,,,
00MI,,00Ce,00JC,,       350,006?,000v,0005,??????,????,????,004A,0002,,,01.09.2007,10.12.2011,,,000i,,,,,,,,0009,?-667,30.11.2011,
00MJ,,00Cg,00JC,,       351,006?,000v,0005,??????,????,????,004A,0002,,,01.09.2007,13.09.2012,,,000i,,,,,,,,0009,?-668,23.08.2012,
00MK,,00Ch,00JC,,       352,006?,000v,0005,??????,????,????,002M,0002,,,01.09.2007,09.12.2008,,,000i,,,,,,,,0009,?-482,11.12.2008,
00ML,,00Ci,00JC,,       353,006?,000v,0005,??????,????,????,004A,0002,?-22,03.02.1998,03.02.1998,31.12.8888,,,,,,,,,,,,,,
00MM,,00Cl,00JC,,       354,006?,000v,0005,??????,????,????,004A,0002,,,01.09.2007,03.10.2008,,,,,,,,,,,,,,
00MN,,00Cn,00JC,,       355,006?,000v,0005,??????,????,????,004A,0002,18/?,07.02.2001,05.02.2001,31.12.8888,,,,,,,,,,,,,,
00MO,,00KI,00JC,,       356,006?,000v,0005,??????,????,????,004A,0002,,,01.09.2007,20.04.2009,,,,,,,,,,,0009,?-176,17.04.2009,
00MP,,00Cp,00JC,,       357,006?,000v,0005,??????,????,????,004A,0002,?-70,28.07.2003,01.08.2003,31.12.8888,,,,,,,,,,,,,,
00MQ,,00Co,00JC,,       358,006?,000v,0005,??????,????,????,002M,0002,,,01.09.2007,18.11.2011,,,,,,,,,,,0009,?-611,08.11.2011,
00MR,,00Ly,00JC,,       359,006?,000v,0005,??????,????,????,004A,0002,,,01.09.2007,09.07.2010,,,,,,,,,,,0009,?-301,28.06.2010,
00MS,,00Mr,00JC,,       360,006?,001G,0005,??????,????,????,004B,0002,,,01.09.2007,19.09.2011,,,,,,,,,,,0009,?-490,15.09.2011,
00MT,,00M?,00JC,,       361,006?,000v,0005,??????,????,????,004A,0002,218/?,09.07.2007,10.07.2007,31.12.8888,,,,,,,,,,,,,,
00MU,,00D1,00wz,,       362,00CJ,002?,0005,??????,????,????,002D,0002,299/?,09.10.2006,10.10.2006,31.12.8888,,,,,,,,,,,,,,
00MV,,00Cw,00JC,,       363,002?,000v,0005,??????,????,????,001f,0003,,,01.09.2007,30.05.2011,,,000i,,,,,,,,0009,?-261,26.05.2011,
00MW,,00G1,00JC,,       364,00Es,000v,0005,??????,????,????,005G,0003,37/?,11.03.2009,01.09.2007,31.12.8888,,,,,,,,,,,,,,
00MX,,00Cy,00JC,,       365,002?,000v,0005,??????,????,????,001f,0003,,,01.09.2007,16.03.2012,,,,,,,,,,,0009,?-207,15.03.2012,
00MY,,00D0,00JC,,       366,006?,000v,0005,??????,????,????,001n,0003,9/?,17.01.1997,20.01.1997,31.12.8888,,,,,,,,,,,,,,
00MZ,,00Mf,00JC,,       367,00Es,000v,0005,??????,????,????,005G,0003,?-150,23.08.2005,01.09.2005,31.12.8888,,,,,,,,,,,,,,
00Ma,,00MN,00JC,,       368,,000v,0005,??????,????,????,000n,0003,,,01.09.2007,29.02.2008,,,,,,,,,,,,,,
00Mc,,00N3,00JC,,       369,008G,001?,0005,??????,????,????,000n,0003,,,01.09.2007,07.09.2010,,,,,,,,,,,0009,?-486,22.09.2010,
00Md,,00Gz,00Iq,,       370,00Aj,002f,0005,??????,????,????,004Q,0002,37,12.04.1971,09.04.1971,10.12.2013,,,,,,,,,,,0009,?-893,10.12.2013,
00Me,,00Gt,00Iq,,       371,007q,002f,0005,??????,????,????,004Q,0002,,,01.09.2007,16.10.2012,,,,,,,,,,,0009,?-823,12.10.2012,
00Mf,,003Z,00Iq,,       372,00Al,002f,0005,??????,????,????,002M,0002,?-38,15.04.1994,25.04.1994,05.08.2013,,,,,,,,,,,0009,?-544,22.07.2013,
00Mg,,00W?,00Iq,,       373,007q,000I,0005,??????,????,????,004Q,0002,,,01.09.2007,26.11.2009,,,,,,,,,,,0009,?-568,19.11.2009,
00Mh,,00H4,00Iq,,       374,007s,000I,0005,??????,????,????,004S,0003,,,01.09.2007,26.11.2009,,,,,,,,,,,0009,?-568,19.11.2009,
00Mi,,00NX,00wr,,       375,00Ai,002f,0005,??????,????,????,004?,0001,10/?,27.01.2005,27.01.2005,31.12.8888,,,,,,,,,,,,,,
00Mj,,00MK,00wq,,       376,00E?,002g,0005,??????,????,????,004?,000K,?-59,22.04.2005,25.04.2005,31.12.8888,,,,,,,,,,,,,,
00Mk,,00N2,00Iq,,       377,007q,000I,0005,??????,????,????,004Q,0002,,,01.09.2007,10.03.2009,,,,,,,,,,,0009,?-116,13.03.2009,
00Ml,,009t,00Iq,,       378,007p,000I,0005,??????,????,????,003y,0001,,,01.09.2007,01.12.2008,,,,,,,,,,,0009,?-468,01.12.2008,
00Mm,,00NU,00JD,,       379,006s,0011,0005,??????,????,????,0025,0002,712,29.06.2005,01.07.2005,31.12.8888,,,,,,,,,,,,,,
00Mo,,00KE,00c?,2,         1,006?,001?,0005,??????,????,????,003?,0002,?-138,03.12.2004,06.12.2004,31.12.8888,,,,,,,,,,,,,,
00Mq,,00MX,00JD,,       380,006t,0011,0005,??????,????,????,002D,0002,?-183,23.06.2006,26.06.2006,31.12.8888,,,,,,,,,,,,,,
00Mr,,00M?,00J8,,       381,006?,000x,0005,??????,????,????,002H,0002,265/?,04.09.2006,04.09.2006,31.12.8888,,,,,,,,,,,,,,
00Mu,,00Ah,00c?,,       383,006?,001?,0005,??????,????,????,003?,0002,?-43,27.03.1996,15.03.1996,31.12.8888,,,,,,,,,,,,,,
00Mv,,00B3,00Ib,,       384,006?,0011,0005,??????,????,????,001l,0003,,,01.01.2008,31.08.2009,,,,,,,,,,,0009,?-426,28.08.2009,
00Mw,,00No,00JD,,       385,,0011,0005,??????,????,????,002a,0003,,,01.01.2008,21.02.2008,,,,,,,,,,,,,,
00Mx,,00L?,00JD,,       386,006?,0011,0005,??????,????,????,001m,0003,,,01.01.2008,26.09.2008,,,,,,,,,,,,,,
00Mz,,00M?,00JD,,       388,006?,0011,0005,??????,????,????,001m,0003,,,01.01.2008,05.03.2009,,,,,,,,,,,0009,?-103,05.03.2009,
00M?,,00Er,00Jo,,       389,00CZ,002?,0005,??????,????,????,004F,0001,?-11,11.07.1994,01.08.1994,31.12.8888,,,,,,,,,,,,,,
00M?,,00Es,00Jo,,       390,00Dr,002?,0005,??????,????,????,004F,0001,38,16.06.1980,13.06.1980,31.12.8888,,,,,,,,,,,,,,
00M?,,00Et,00Jo,,       391,00DF,002?,0005,??????,????,????,000K,000K,72,03.09.1984,03.09.1984,31.12.8888,,,,,,,,,,,,,,
00M?,,00af,00Jw,,       392,007H,000s,0005,??????,????,????,001B,0001,,,01.09.2007,11.10.2010,,,,,,,,,,,0009,?-509,06.10.2010,
00M?,,00Eq,00Jo,,       393,00Dq,002?,0005,??????,????,????,000K,0001,29,22.03.1978,20.03.1978,31.12.8888,,,,,,,,,,,,,,
00M?,,00Y?,00Jo,,       394,005?,000q,0001,??????,????,????,002D,0002,,,01.09.2007,29.11.2010,,,,,,,,,,,0009,?-577,19.11.2010,
00M?,,00KQ,00Jo,,       395,00CY,002?,0005,??????,????,????,0025,0002,29/?,31.03.1994,01.04.1994,31.12.8888,,,,,,,,,,,,,,
00M?,,00EZ,00Jo,,       396,00CW,002?,0005,??????,????,????,002B,0002,106/?,31.07.1995,25.07.1995,31.12.8888,,,,,,,,,,,,,,
00M?,,00Eh,00Jo,,       397,00DG,002?,0005,??????,????,????,003V,0002,108/?,07.07.2000,17.07.2000,31.12.8888,,,,,,,,,,,,,,
00M?,,0057,00Jo,,       398,005?,000q,0005,??????,????,????,002B,0002,,,01.09.2007,05.03.2010,,,,,,,,,,,0009,?-90,27.02.2010,
00M?,,00Ek,00Jo,,       399,00C0,002?,0005,??????,????,????,003?,0002,66/?,28.05.2002,01.06.2002,31.12.8888,,,,,,,,,,,,,,
00M?,,00Ef,00Jo,,       400,00DG,002?,0005,??????,????,????,003V,0002,?-84,08.07.2002,09.07.2002,31.12.8888,,,,,,,,,,,,,,
00M?,,00Ej,00Jo,,       401,005?,000q,0005,??????,????,????,002D,0002,,,01.09.2007,06.09.2010,,,,,,,,,,,0009,?-440,01.09.2010,
00M?,,00KP,00Jo,,       402,00DG,002?,0005,??????,????,????,003V,0002,?-139,06.12.2004,07.12.2004,31.12.8888,,,,,,,,,,,,,,
00M?,,00L?,00Jo,,       403,00DG,002?,0005,??????,????,????,003V,0002,?-154,29.08.2005,01.09.2005,31.12.8888,,,,,,,,,,,,,,
00M?,,00L?,00Jo,,       404,005?,000q,0005,??????,????,????,002D,0002,?-215,03.11.2005,07.11.2005,10.09.2013,,,,,,,,,,,0009,?-677,05.09.2013,
00M?,,00Lq,00Jo,,       405,00CW,002?,0005,??????,????,????,002B,0002,?-3,11.01.2006,12.01.2006,31.12.8888,,,,,,,,,,,,,,
00M?,,00L?,00S?,,       406,,000q,0005,??????,????,????,0029,0002,,,01.09.2007,14.03.2008,,,,,,,,,,,,,,
00M?,,00Em,00Jo,,       407,00DG,002?,0005,??????,????,????,003V,0002,?-2,05.01.1995,01.01.1995,31.12.8888,,,,,,,,,,,,,,
00M?,,00ES,00Jo,,       408,005?,000q,0005,??????,????,????,001k,0003,,,01.09.2007,02.04.2010,,,,,,,,,,,0009,?-127,23.03.2010,
00M?,,00EU,00Jo,,       409,00Cg,002?,0005,??????,????,????,001k,0003,101/?,14.07.1999,14.07.1999,31.12.8888,,,,,,,,,,,,,,
00M?,,00Df,00Jo,,       410,005?,000q,0005,??????,????,????,001m,0003,,,01.09.2007,20.11.2009,,,,,,,,,,,0009,?-559,16.11.2009,
00M?,,00Dg,00Jo,,       411,005?,000q,0005,??????,????,????,001n,0003,,,01.09.2007,04.07.2010,,,,,,,,,,,0009,?-301,28.06.2010,
00M?,,00Mw,00S?,,       412,005?,000q,0005,??????,????,????,001m,0003,,,01.09.2007,15.11.2008,,,,,,,,,,,0009,?-449,14.11.2008,
00M?,,00M?,00Jo,,       413,005?,000q,0005,??????,????,????,001m,0003,,,01.09.2007,11.06.2009,,,,,,,,,,,0009,?-265,09.06.2009,
